event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2024-01-03 21:23:50,purchase,prod_100,cat_17,electronics.accessories,Dell,316.63,111,sess_2997
2024-01-03 12:42:02,purchase,prod_4,cat_11,electronics.laptops,LG,177.81,451,sess_2616
2024-01-03 14:29:11,add_to_cart,prod_68,cat_7,electronics.tablets,HP,79.0,952,sess_1133
2024-01-03 03:08:33,purchase,prod_96,cat_17,electronics.laptops,Dell,812.45,407,sess_3776
2024-01-03 04:12:17,login,prod_28,cat_10,electronics.accessories,Apple,58.38,249,sess_3053
2024-01-03 20:14:42,click,prod_34,cat_19,electronics.phones,Lenovo,375.53,768,sess_1869
2024-01-03 16:32:24,login,prod_10,cat_10,electronics.phones,Lenovo,50.95,196,sess_3035
2024-01-03 03:08:27,signup,prod_67,cat_12,electronics.accessories,Sony,791.3,156,sess_1764
2024-01-03 10:39:42,search,prod_76,cat_17,electronics.tablets,Sony,687.44,807,sess_118
2024-01-03 10:29:36,click,prod_20,cat_2,electronics.accessories,LG,173.53,905,sess_823
2024-01-03 09:08:47,signup,prod_18,cat_3,electronics.phones,Apple,449.47,278,sess_4468
2024-01-03 19:02:03,add_to_cart,prod_66,cat_17,electronics.phones,HP,325.4,811,sess_4685
2024-01-03 00:35:46,login,prod_82,cat_19,electronics.tablets,HP,583.64,857,sess_1117
2024-01-03 16:36:48,add_to_cart,prod_28,cat_8,electronics.phones,Dell,82.08,69,sess_4674
2024-01-03 16:41:53,add_to_cart,prod_67,cat_11,electronics.tablets,Samsung,453.12,669,sess_3910
2024-01-03 18:12:12,signup,prod_83,cat_16,electronics.laptops,Sony,454.4,817,sess_602
2024-01-03 04:27:16,login,prod_24,cat_11,electronics.tablets,Samsung,231.97,757,sess_332
2024-01-03 03:11:38,click,prod_36,cat_7,electronics.tablets,Dell,204.56,853,sess_598
2024-01-03 20:10:18,login,prod_65,cat_9,electronics.accessories,Lenovo,52.41,67,sess_600
2024-01-03 16:03:59,search,prod_67,cat_6,electronics.phones,HP,550.44,364,sess_3666
2024-01-03 11:44:22,login,prod_97,cat_13,electronics.accessories,LG,445.42,612,sess_3581
2024-01-03 15:48:56,page_view,prod_27,cat_12,electronics.laptops,Sony,225.39,680,sess_216
2024-01-03 12:20:40,add_to_cart,prod_67,cat_17,electronics.accessories,Apple,694.26,644,sess_3162
2024-01-04 11:46:31,logout,prod_36,cat_14,electronics.tablets,Apple,458.43,317,sess_3562
2024-01-04 02:03:15,login,prod_54,cat_8,electronics.laptops,Samsung,879.73,307,sess_629
2024-01-04 18:30:10,page_view,prod_65,cat_15,electronics.laptops,Sony,491.16,199,sess_3642
2024-01-04 14:03:11,login,prod_70,cat_2,electronics.tablets,LG,327.95,757,sess_2127
2024-01-04 16:19:34,page_view,prod_59,cat_6,electronics.tablets,HP,70.07,590,sess_2262
2024-01-04 10:18:01,search,prod_49,cat_6,electronics.tablets,Dell,634.65,100,sess_2529
2024-01-04 10:09:22,logout,prod_34,cat_8,electronics.laptops,Samsung,660.36,260,sess_20
2024-01-04 01:00:22,search,prod_46,cat_6,electronics.phones,HP,275.71,394,sess_804
2024-01-04 13:32:10,login,prod_38,cat_10,electronics.accessories,HP,75.3,14,sess_1837
2024-01-04 14:07:37,page_view,prod_9,cat_7,electronics.laptops,Lenovo,970.39,229,sess_2212
2024-01-04 18:35:01,add_to_cart,prod_10,cat_16,electronics.accessories,HP,488.6,932,sess_842
2024-01-04 00:00:05,signup,prod_17,cat_1,electronics.laptops,Sony,62.16,488,sess_3665
2024-01-04 20:06:29,search,prod_66,cat_18,electronics.laptops,Samsung,744.45,239,sess_1925
2024-01-04 23:25:44,page_view,prod_34,cat_3,electronics.laptops,HP,176.72,484,sess_2512
2024-01-04 01:06:18,search,prod_55,cat_4,electronics.accessories,Samsung,570.83,63,sess_1924
2024-01-04 11:47:38,signup,prod_8,cat_18,electronics.accessories,Apple,108.72,801,sess_1951
2024-01-04 10:54:22,logout,prod_21,cat_14,electronics.accessories,Sony,692.81,436,sess_1386
2024-01-04 02:21:51,logout,prod_54,cat_18,electronics.laptops,Samsung,691.95,942,sess_4883
2024-01-04 23:42:36,page_view,prod_27,cat_5,electronics.accessories,Lenovo,949.77,150,sess_1264
2024-01-04 13:15:38,page_view,prod_79,cat_16,electronics.phones,Samsung,46.7,539,sess_1345
2024-01-04 03:57:55,page_view,prod_41,cat_12,electronics.laptops,Sony,370.95,941,sess_1613
2024-01-04 16:36:58,signup,prod_3,cat_7,electronics.laptops,Dell,888.0,857,sess_390
2024-01-04 21:44:33,logout,prod_99,cat_8,electronics.phones,Lenovo,728.69,994,sess_394
2024-01-04 09:26:41,page_view,prod_15,cat_7,electronics.tablets,HP,611.5,146,sess_3934
2024-01-04 02:53:54,purchase,prod_7,cat_14,electronics.tablets,Lenovo,593.56,164,sess_2213
2024-01-04 16:18:49,logout,prod_29,cat_8,electronics.tablets,Lenovo,771.53,652,sess_4343
2024-01-04 12:07:11,add_to_cart,prod_67,cat_4,electronics.phones,LG,267.85,637,sess_245
2024-01-04 21:50:04,signup,prod_71,cat_14,electronics.tablets,HP,132.15,551,sess_5000
2024-01-04 01:24:43,add_to_cart,prod_63,cat_15,electronics.laptops,Sony,338.69,413,sess_4802
2024-01-05 18:07:37,search,prod_67,cat_15,electronics.laptops,Samsung,283.48,299,sess_4634
2024-01-05 06:49:48,logout,prod_68,cat_17,electronics.accessories,Sony,19.43,128,sess_3059
2024-01-05 04:07:39,click,prod_32,cat_13,electronics.accessories,HP,555.64,24,sess_4898
2024-01-05 06:38:07,add_to_cart,prod_16,cat_15,electronics.phones,HP,421.04,915,sess_3290
2024-01-05 09:07:12,signup,prod_67,cat_20,electronics.tablets,Sony,671.2,313,sess_4256
2024-01-05 17:45:24,logout,prod_82,cat_19,electronics.tablets,Sony,537.29,296,sess_4960
2024-01-05 23:56:38,signup,prod_23,cat_3,electronics.laptops,Dell,713.9,828,sess_3993
2024-01-05 23:57:44,page_view,prod_83,cat_17,electronics.tablets,Dell,283.19,544,sess_3109
2024-01-05 09:27:10,click,prod_23,cat_17,electronics.phones,LG,769.97,607,sess_4704
2024-01-05 15:16:47,login,prod_37,cat_10,electronics.laptops,Samsung,202.64,997,sess_1156
2024-01-05 13:27:09,login,prod_49,cat_20,electronics.tablets,Samsung,987.26,675,sess_4703
2024-01-05 23:05:27,signup,prod_24,cat_5,electronics.tablets,LG,726.07,778,sess_2358
2024-01-05 05:20:17,click,prod_51,cat_5,electronics.accessories,Sony,524.2,670,sess_4024
2024-01-05 11:54:47,add_to_cart,prod_17,cat_9,electronics.tablets,Samsung,894.72,733,sess_148
2024-01-05 01:21:39,purchase,prod_5,cat_14,electronics.phones,Lenovo,994.51,234,sess_1271
2024-01-05 09:35:50,purchase,prod_96,cat_20,electronics.laptops,Lenovo,244.67,519,sess_3336
2024-01-05 10:11:17,add_to_cart,prod_13,cat_2,electronics.accessories,Lenovo,395.31,1000,sess_2926
2024-01-05 13:45:55,logout,prod_32,cat_19,electronics.laptops,Sony,800.52,674,sess_331
2024-01-05 23:41:24,add_to_cart,prod_20,cat_8,electronics.accessories,Dell,831.61,857,sess_2028
2024-01-05 00:05:47,purchase,prod_16,cat_4,electronics.tablets,Apple,179.18,773,sess_1728
2024-01-05 10:58:31,page_view,prod_40,cat_17,electronics.tablets,Lenovo,491.08,911,sess_4772
2024-01-05 17:17:48,logout,prod_60,cat_8,electronics.laptops,Dell,107.94,924,sess_4248
2024-01-05 05:17:01,login,prod_57,cat_5,electronics.tablets,Dell,769.18,309,sess_1187
2024-01-05 01:28:28,login,prod_62,cat_16,electronics.tablets,LG,753.57,786,sess_2881
2024-01-05 17:49:41,signup,prod_13,cat_20,electronics.phones,LG,470.81,779,sess_2983
2024-01-05 11:28:55,search,prod_15,cat_19,electronics.accessories,Dell,147.42,445,sess_1416
2024-01-05 19:58:35,search,prod_33,cat_7,electronics.phones,Dell,10.83,796,sess_3955
2024-01-05 02:39:27,search,prod_1,cat_8,electronics.laptops,Dell,310.29,387,sess_993
2024-01-05 23:58:24,signup,prod_36,cat_1,electronics.laptops,Lenovo,222.38,673,sess_96
2024-01-06 02:06:57,signup,prod_34,cat_12,electronics.accessories,Sony,501.5,618,sess_3715
2024-01-06 05:46:35,purchase,prod_54,cat_8,electronics.laptops,LG,43.07,618,sess_2397
2024-01-06 15:18:52,click,prod_14,cat_7,electronics.phones,HP,216.89,647,sess_3109
2024-01-06 20:15:46,page_view,prod_65,cat_4,electronics.phones,Apple,180.63,191,sess_834
2024-01-06 06:14:33,add_to_cart,prod_18,cat_20,electronics.phones,Sony,668.87,128,sess_1326
2024-01-06 21:30:04,login,prod_82,cat_12,electronics.tablets,Dell,926.89,841,sess_4408
2024-01-06 08:02:53,signup,prod_76,cat_3,electronics.tablets,Lenovo,838.6,390,sess_1838
2024-01-06 04:27:35,signup,prod_77,cat_17,electronics.tablets,LG,321.67,382,sess_2173
2024-01-06 18:13:11,signup,prod_53,cat_10,electronics.tablets,LG,828.58,646,sess_2252
2024-01-06 14:25:22,signup,prod_67,cat_2,electronics.laptops,Sony,918.1,7,sess_4351
2024-01-06 13:00:50,page_view,prod_7,cat_20,electronics.laptops,Lenovo,476.18,63,sess_3389
2024-01-06 00:36:30,logout,prod_68,cat_18,electronics.tablets,LG,813.2,599,sess_4037
2024-01-06 03:39:59,purchase,prod_59,cat_20,electronics.tablets,Dell,317.86,857,sess_427
2024-01-06 19:35:36,click,prod_93,cat_19,electronics.accessories,Lenovo,382.01,241,sess_750
2024-01-06 04:48:25,add_to_cart,prod_48,cat_9,electronics.tablets,Sony,65.36,776,sess_4927
2024-01-06 13:40:52,logout,prod_1,cat_17,electronics.tablets,LG,54.93,663,sess_4200
2024-01-06 03:18:03,add_to_cart,prod_7,cat_15,electronics.laptops,Lenovo,656.03,204,sess_4833
2024-01-06 17:03:54,search,prod_56,cat_17,electronics.phones,LG,850.22,795,sess_4249
2024-01-06 12:48:17,login,prod_17,cat_11,electronics.tablets,LG,408.59,845,sess_1617
2024-01-06 15:37:40,page_view,prod_17,cat_17,electronics.accessories,Sony,906.72,781,sess_1749
2024-01-06 22:09:27,search,prod_60,cat_11,electronics.phones,Sony,283.48,220,sess_4354
2024-01-06 17:36:13,login,prod_47,cat_14,electronics.laptops,Apple,110.3,868,sess_2290
2024-01-06 12:19:47,page_view,prod_14,cat_15,electronics.phones,Dell,901.18,851,sess_4718
2024-01-06 03:43:23,add_to_cart,prod_15,cat_17,electronics.laptops,Sony,39.97,790,sess_4642
2024-01-06 00:42:54,click,prod_39,cat_16,electronics.accessories,HP,262.8,507,sess_2628
2024-01-06 12:17:25,signup,prod_71,cat_2,electronics.phones,Dell,961.7,35,sess_3629
2024-01-06 12:39:08,add_to_cart,prod_1,cat_16,electronics.accessories,HP,943.53,532,sess_2518
2024-01-06 11:23:36,purchase,prod_60,cat_17,electronics.accessories,Samsung,998.25,751,sess_3768
2024-01-06 20:31:33,click,prod_53,cat_15,electronics.phones,Samsung,815.88,27,sess_3560
2024-01-06 17:16:37,signup,prod_79,cat_4,electronics.tablets,Dell,334.21,538,sess_2053
2024-01-07 18:15:04,add_to_cart,prod_61,cat_13,electronics.laptops,Dell,813.91,866,sess_959
2024-01-07 09:21:18,page_view,prod_22,cat_3,electronics.phones,Dell,364.75,943,sess_2860
2024-01-07 03:11:35,login,prod_17,cat_12,electronics.phones,Samsung,56.36,872,sess_1418
2024-01-07 22:27:24,login,prod_70,cat_16,electronics.laptops,Dell,255.96,793,sess_960
2024-01-07 15:19:22,page_view,prod_52,cat_17,electronics.phones,Samsung,870.0,951,sess_4453
2024-01-07 00:49:19,purchase,prod_8,cat_15,electronics.phones,Samsung,380.97,743,sess_709
2024-01-07 19:18:22,signup,prod_81,cat_12,electronics.laptops,Dell,408.39,53,sess_678
2024-01-07 08:42:56,add_to_cart,prod_67,cat_7,electronics.accessories,Dell,353.61,621,sess_2417
2024-01-07 19:39:10,search,prod_15,cat_3,electronics.laptops,Lenovo,668.29,322,sess_2867
2024-01-07 05:04:01,search,prod_75,cat_5,electronics.phones,Sony,584.74,313,sess_4964
2024-01-07 07:36:48,signup,prod_71,cat_1,electronics.tablets,HP,921.69,824,sess_1518
2024-01-07 13:15:43,purchase,prod_79,cat_12,electronics.phones,Samsung,287.88,440,sess_127
2024-01-07 21:02:04,page_view,prod_34,cat_15,electronics.phones,Lenovo,674.94,555,sess_167
2024-01-07 22:50:42,add_to_cart,prod_58,cat_2,electronics.phones,HP,955.1,73,sess_4410
2024-01-07 21:24:28,add_to_cart,prod_34,cat_8,electronics.phones,LG,936.43,92,sess_2267
2024-01-07 09:50:53,click,prod_73,cat_20,electronics.accessories,HP,406.68,322,sess_428
2024-01-07 03:18:23,purchase,prod_57,cat_1,electronics.phones,Apple,172.9,904,sess_2778
2024-01-07 11:01:44,login,prod_29,cat_1,electronics.phones,Apple,995.33,280,sess_2351
2024-01-07 00:53:13,login,prod_45,cat_19,electronics.tablets,Lenovo,447.02,932,sess_3454
2024-01-07 04:42:50,signup,prod_92,cat_4,electronics.phones,Sony,193.04,388,sess_4592
2024-01-07 03:43:45,purchase,prod_52,cat_16,electronics.accessories,Sony,606.38,585,sess_4676
2024-01-07 21:49:21,signup,prod_36,cat_16,electronics.phones,Samsung,623.53,961,sess_2539
2024-01-07 02:04:39,logout,prod_82,cat_4,electronics.tablets,Dell,706.42,346,sess_2243
2024-01-07 11:20:08,logout,prod_45,cat_16,electronics.tablets,Samsung,996.12,589,sess_1780
2024-01-07 01:32:34,search,prod_98,cat_11,electronics.accessories,HP,964.85,996,sess_485
2024-01-07 18:20:29,search,prod_95,cat_2,electronics.tablets,Sony,178.91,754,sess_3041
2024-01-07 01:19:15,login,prod_24,cat_20,electronics.tablets,Apple,384.22,244,sess_1532
2024-01-07 22:45:56,page_view,prod_99,cat_3,electronics.accessories,Samsung,638.02,336,sess_4888
2024-01-07 05:27:03,signup,prod_13,cat_6,electronics.phones,LG,554.6,742,sess_2079
2024-01-07 01:53:57,add_to_cart,prod_13,cat_17,electronics.accessories,HP,807.62,337,sess_393
2024-01-08 13:32:48,add_to_cart,prod_50,cat_4,electronics.phones,Dell,981.87,725,sess_2862
2024-01-08 19:49:03,page_view,prod_9,cat_5,electronics.accessories,LG,295.32,148,sess_2873
2024-01-08 12:26:48,purchase,prod_23,cat_17,electronics.phones,HP,21.48,445,sess_4089
2024-01-08 16:12:02,signup,prod_89,cat_1,electronics.accessories,Dell,650.13,175,sess_1294
2024-01-08 01:06:53,login,prod_53,cat_15,electronics.accessories,Lenovo,827.01,609,sess_3005
2024-01-08 14:19:09,add_to_cart,prod_60,cat_1,electronics.accessories,Sony,562.95,917,sess_4102
2024-01-08 08:11:30,purchase,prod_41,cat_18,electronics.tablets,Sony,272.97,615,sess_1338
2024-01-08 22:46:29,add_to_cart,prod_9,cat_11,electronics.tablets,LG,333.64,243,sess_4277
2024-01-08 19:05:08,purchase,prod_83,cat_13,electronics.laptops,Lenovo,320.86,506,sess_4852
2024-01-08 12:15:49,click,prod_29,cat_14,electronics.phones,LG,246.02,95,sess_1271
2024-01-08 01:06:38,add_to_cart,prod_19,cat_4,electronics.accessories,Samsung,115.59,854,sess_3378
2024-01-08 14:22:54,login,prod_7,cat_13,electronics.laptops,LG,690.92,471,sess_649
2024-01-08 12:27:19,logout,prod_14,cat_9,electronics.accessories,LG,270.44,738,sess_4337
2024-01-08 12:57:17,search,prod_13,cat_10,electronics.accessories,LG,559.77,806,sess_3130
2024-01-08 19:24:26,login,prod_73,cat_18,electronics.laptops,Sony,441.45,446,sess_1651
2024-01-08 07:49:07,login,prod_80,cat_1,electronics.tablets,Apple,815.02,471,sess_3147
2024-01-08 12:02:06,search,prod_30,cat_10,electronics.phones,HP,679.64,14,sess_834
2024-01-08 19:42:21,purchase,prod_58,cat_10,electronics.tablets,Sony,720.08,679,sess_1639
2024-01-08 13:38:44,page_view,prod_62,cat_18,electronics.accessories,Lenovo,969.12,178,sess_4152
2024-01-08 01:49:56,purchase,prod_82,cat_17,electronics.tablets,Sony,652.47,310,sess_3948
2024-01-08 00:32:45,logout,prod_3,cat_10,electronics.phones,HP,501.09,340,sess_2837
2024-01-08 06:17:52,logout,prod_19,cat_1,electronics.tablets,HP,496.95,606,sess_2838
2024-01-08 13:17:25,add_to_cart,prod_83,cat_14,electronics.tablets,Lenovo,268.9,634,sess_3705
2024-01-09 11:22:55,purchase,prod_53,cat_5,electronics.tablets,Samsung,533.16,214,sess_4622
2024-01-09 16:49:18,page_view,prod_94,cat_9,electronics.laptops,Dell,972.72,553,sess_2024
2024-01-09 05:17:31,purchase,prod_35,cat_9,electronics.phones,LG,329.71,492,sess_2424
2024-01-09 17:18:27,purchase,prod_16,cat_15,electronics.phones,Lenovo,51.58,181,sess_1960
2024-01-09 22:53:03,signup,prod_46,cat_7,electronics.laptops,Sony,737.02,136,sess_1009
2024-01-09 15:12:39,click,prod_75,cat_9,electronics.laptops,Lenovo,555.29,178,sess_1920
2024-01-09 22:44:58,add_to_cart,prod_89,cat_11,electronics.laptops,Lenovo,813.55,553,sess_1002
2024-01-09 09:17:00,search,prod_51,cat_11,electronics.laptops,Lenovo,687.03,196,sess_2984
2024-01-09 00:00:01,search,prod_68,cat_5,electronics.accessories,Dell,458.67,520,sess_4464
2024-01-09 08:36:37,logout,prod_22,cat_8,electronics.phones,HP,179.84,51,sess_3580
2024-01-09 21:36:16,page_view,prod_99,cat_18,electronics.phones,Apple,348.69,970,sess_2040
2024-01-09 01:25:25,logout,prod_42,cat_7,electronics.tablets,LG,583.0,80,sess_1929
2024-01-09 14:08:43,click,prod_66,cat_17,electronics.tablets,Dell,417.7,32,sess_2965
2024-01-09 10:02:31,signup,prod_71,cat_18,electronics.tablets,Apple,128.99,252,sess_4575
2024-01-09 02:41:30,login,prod_70,cat_4,electronics.accessories,Apple,765.09,609,sess_2020
2024-01-09 02:33:56,page_view,prod_48,cat_20,electronics.laptops,Lenovo,945.95,670,sess_1730
2024-01-09 02:38:55,signup,prod_62,cat_17,electronics.laptops,HP,858.37,862,sess_4565
2024-01-09 00:51:00,page_view,prod_59,cat_5,electronics.accessories,Apple,80.18,653,sess_2574
2024-01-09 07:56:05,search,prod_24,cat_6,electronics.accessories,Sony,304.47,532,sess_1960
2024-01-09 00:52:15,page_view,prod_67,cat_4,electronics.phones,Samsung,379.46,427,sess_4645
2024-01-09 16:40:10,logout,prod_92,cat_7,electronics.phones,Apple,284.89,700,sess_3312
2024-01-09 11:19:40,logout,prod_57,cat_2,electronics.accessories,Dell,607.71,626,sess_773
2024-01-09 12:52:33,logout,prod_48,cat_19,electronics.phones,HP,328.52,877,sess_3496
2024-01-09 06:09:40,click,prod_25,cat_8,electronics.tablets,Apple,727.76,129,sess_4607
2024-01-09 08:00:21,logout,prod_70,cat_17,electronics.accessories,Samsung,261.41,754,sess_4944
2024-01-09 22:05:02,page_view,prod_31,cat_18,electronics.laptops,Samsung,551.01,603,sess_2961
2024-01-09 14:18:08,purchase,prod_53,cat_13,electronics.accessories,Lenovo,593.8,657,sess_1118
2024-01-09 06:11:15,signup,prod_1,cat_20,electronics.accessories,Apple,395.58,325,sess_484
2024-01-09 15:27:21,search,prod_28,cat_18,electronics.laptops,Lenovo,92.79,846,sess_1074
2024-01-09 22:03:46,purchase,prod_81,cat_10,electronics.accessories,Apple,892.35,351,sess_1306
2024-01-09 13:24:26,click,prod_2,cat_16,electronics.tablets,HP,366.4,303,sess_1458
2024-01-09 01:55:56,page_view,prod_43,cat_15,electronics.tablets,Sony,150.93,86,sess_4877
2024-01-09 11:35:06,purchase,prod_58,cat_8,electronics.phones,Samsung,12.57,667,sess_2797
2024-01-09 17:04:04,search,prod_30,cat_18,electronics.accessories,HP,663.11,531,sess_1293
2024-01-09 00:57:51,page_view,prod_91,cat_4,electronics.tablets,Samsung,647.83,516,sess_3853
2024-01-09 15:25:08,click,prod_42,cat_10,electronics.laptops,Dell,620.44,173,sess_3093
2024-01-09 01:36:39,purchase,prod_58,cat_18,electronics.phones,Samsung,731.67,397,sess_2495
2024-01-09 21:30:22,click,prod_13,cat_15,electronics.accessories,HP,126.01,215,sess_2850
2024-01-09 16:45:47,login,prod_64,cat_3,electronics.laptops,Lenovo,571.68,918,sess_4021
2024-01-09 11:26:37,signup,prod_20,cat_8,electronics.accessories,Apple,882.61,625,sess_1936
2024-01-10 03:41:13,signup,prod_73,cat_13,electronics.laptops,HP,733.97,116,sess_456
2024-01-10 08:22:46,search,prod_76,cat_13,electronics.tablets,Dell,914.71,949,sess_3091
2024-01-10 23:53:45,click,prod_24,cat_7,electronics.accessories,Sony,562.35,389,sess_410
2024-01-10 12:07:32,add_to_cart,prod_49,cat_11,electronics.accessories,Sony,163.67,631,sess_1308
2024-01-10 18:03:07,login,prod_44,cat_3,electronics.laptops,Apple,675.51,429,sess_3813
2024-01-10 10:17:23,search,prod_36,cat_2,electronics.tablets,Apple,199.2,544,sess_3131
2024-01-10 02:46:36,page_view,prod_36,cat_8,electronics.accessories,Apple,447.8,160,sess_325
2024-01-10 15:18:26,signup,prod_93,cat_13,electronics.tablets,Sony,281.66,588,sess_2488
2024-01-10 22:35:15,login,prod_66,cat_15,electronics.accessories,Apple,501.48,266,sess_3277
2024-01-10 07:32:38,page_view,prod_9,cat_16,electronics.tablets,LG,849.92,624,sess_4679
2024-01-10 11:47:57,login,prod_54,cat_5,electronics.tablets,Apple,574.43,147,sess_4139
2024-01-10 11:29:46,signup,prod_39,cat_14,electronics.accessories,HP,379.04,49,sess_1562
2024-01-10 18:44:29,login,prod_7,cat_15,electronics.tablets,Sony,124.62,18,sess_4665
2024-01-10 06:25:26,click,prod_85,cat_3,electronics.tablets,HP,379.91,463,sess_4239
2024-01-10 12:30:50,search,prod_34,cat_8,electronics.accessories,Lenovo,147.09,952,sess_4506
2024-01-10 08:06:50,search,prod_53,cat_11,electronics.tablets,Dell,339.69,413,sess_2878
2024-01-10 09:37:53,search,prod_86,cat_8,electronics.tablets,Samsung,988.62,723,sess_490
2024-01-10 00:16:39,logout,prod_97,cat_6,electronics.laptops,HP,920.41,337,sess_4477
2024-01-10 21:26:48,click,prod_100,cat_10,electronics.tablets,Sony,33.45,979,sess_3822
2024-01-10 23:09:28,signup,prod_30,cat_18,electronics.tablets,Samsung,321.67,263,sess_1623
2024-01-10 07:28:01,search,prod_14,cat_19,electronics.accessories,LG,446.05,511,sess_2613
2024-01-10 09:46:42,logout,prod_74,cat_3,electronics.accessories,Apple,681.32,329,sess_3029
2024-01-10 16:24:05,signup,prod_28,cat_19,electronics.phones,Lenovo,311.46,409,sess_2842
