user_id,product_id,event_time,event_type,event_weight,category_code,category_code_encoded,brand,brand_encoded,price,price_normalized,hour_of_day,hour_normalized,user_session,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
178,prod_44,2024-01-02 18:22:34,add_to_cart,2,electronics.tablets,0.3599,Apple,0.1221,794.65,0.7949915460431356,18,0.782608695652174,sess_3428,0,0,0,0,0,1,0
883,prod_76,2024-01-02 21:26:05,click,1,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,21,0.9130434782608695,sess_3715,0,0,0,0,0,1,0
221,prod_48,2024-01-02 18:17:39,add_to_cart,2,electronics.tablets,0.3599,Apple,0.1221,946.04,0.9510701472225657,18,0.782608695652174,sess_1630,0,0,0,0,0,1,0
111,prod_100,2024-01-03 21:23:50,purchase,3,electronics.phones,0.3336,Dell,0.2022,393.04,0.3809435440636727,21,0.9130434782608695,sess_2997,0,0,0,0,0,0,1
451,prod_4,2024-01-03 12:42:02,purchase,3,electronics.tablets,0.3599,LG,0.1036,738.03,0.7366180048661799,12,0.5217391304347826,sess_2616,0,0,0,0,0,0,1
952,prod_68,2024-01-03 14:29:11,add_to_cart,2,electronics.tablets,0.3599,HP,0.0903,221.07,0.20364757309579773,14,0.6086956521739131,sess_1133,0,0,0,0,0,0,1
407,prod_96,2024-01-03 03:08:33,purchase,3,electronics.phones,0.3336,Samsung,0.1771,783.56,0.783558084869479,3,0.13043478260869565,sess_3776,0,0,0,0,0,0,1
249,prod_28,2024-01-03 04:12:17,login,1,electronics.laptops,0.1638,Dell,0.2022,567.53,0.5608375603117652,4,0.17391304347826086,sess_3053,0,0,0,0,0,0,1
768,prod_34,2024-01-03 20:14:42,click,1,electronics.accessories,0.1427,Samsung,0.1771,48.87,0.02611447894758546,20,0.8695652173913043,sess_1869,0,0,0,0,0,0,1
196,prod_10,2024-01-03 16:32:24,login,1,electronics.tablets,0.3599,LG,0.1036,756.27,0.7554229040372797,16,0.6956521739130435,sess_3035,0,0,0,0,0,0,1
156,prod_67,2024-01-03 03:08:27,signup,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,3,0.13043478260869565,sess_1764,0,0,0,0,0,0,1
807,prod_76,2024-01-03 10:39:42,search,1,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,10,0.43478260869565216,sess_118,0,0,0,0,0,0,1
905,prod_20,2024-01-03 10:29:36,click,1,electronics.phones,0.3336,Samsung,0.1771,159.9,0.14058311682955996,10,0.43478260869565216,sess_823,0,0,0,0,0,0,1
278,prod_18,2024-01-03 09:08:47,signup,1,electronics.accessories,0.1427,Samsung,0.1771,647.12,0.6428924904119756,9,0.391304347826087,sess_4468,0,0,0,0,0,0,1
811,prod_66,2024-01-03 19:02:03,add_to_cart,2,electronics.tablets,0.3599,Dell,0.2022,454.37,0.44417295558579734,19,0.8260869565217391,sess_4685,0,0,0,0,0,0,1
857,prod_82,2024-01-03 00:35:46,login,1,electronics.tablets,0.3599,Samsung,0.1771,796.91,0.7973215390325372,0,0.0,sess_1117,0,0,0,0,0,0,1
69,prod_28,2024-01-03 16:36:48,add_to_cart,2,electronics.laptops,0.1638,Dell,0.2022,567.53,0.5608375603117652,16,0.6956521739130435,sess_4674,0,0,0,0,0,0,1
669,prod_67,2024-01-03 16:41:53,add_to_cart,2,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,16,0.6956521739130435,sess_3910,0,0,0,0,0,0,1
817,prod_83,2024-01-03 18:12:12,signup,1,electronics.tablets,0.3599,Apple,0.1221,357.23,0.3440244958554992,18,0.782608695652174,sess_602,0,0,0,0,0,0,1
757,prod_24,2024-01-03 04:27:16,login,1,electronics.phones,0.3336,Sony,0.2041,106.33,0.08535403521794713,4,0.17391304347826086,sess_332,0,0,0,0,0,0,1
853,prod_36,2024-01-03 03:11:38,click,1,electronics.tablets,0.3599,Dell,0.2022,463.47,0.4535547857643614,3,0.13043478260869565,sess_598,0,0,0,0,0,0,1
67,prod_65,2024-01-03 20:10:18,login,1,electronics.phones,0.3336,Dell,0.2022,44.43,0.021536970596725633,20,0.8695652173913043,sess_600,0,0,0,0,0,0,1
364,prod_67,2024-01-03 16:03:59,search,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,16,0.6956521739130435,sess_3666,0,0,0,0,0,0,1
612,prod_97,2024-01-03 11:44:22,login,1,electronics.tablets,0.3599,Lenovo,0.1006,948.16,0.9532558043630663,11,0.4782608695652174,sess_3581,0,0,0,0,0,0,1
680,prod_27,2024-01-03 15:48:56,page_view,1,electronics.accessories,0.1427,Samsung,0.1771,908.65,0.9125221658625096,15,0.6521739130434783,sess_216,0,0,0,0,0,0,1
644,prod_67,2024-01-03 12:20:40,add_to_cart,2,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,12,0.5217391304347826,sess_3162,0,0,0,0,0,0,1
317,prod_36,2024-01-04 11:46:31,logout,1,electronics.tablets,0.3599,Dell,0.2022,463.47,0.4535547857643614,11,0.4782608695652174,sess_3562,0,0,0,0,1,0,0
307,prod_54,2024-01-04 02:03:15,login,1,electronics.accessories,0.1427,Sony,0.2041,738.44,0.73704070270939,2,0.08695652173913043,sess_629,0,0,0,0,1,0,0
199,prod_65,2024-01-04 18:30:10,page_view,1,electronics.phones,0.3336,Dell,0.2022,44.43,0.021536970596725633,18,0.782608695652174,sess_3642,0,0,0,0,1,0,0
757,prod_70,2024-01-04 14:03:11,login,1,electronics.tablets,0.3599,Samsung,0.1771,510.0,0.5015258361169531,14,0.6086956521739131,sess_2127,0,0,0,0,1,0,0
590,prod_59,2024-01-04 16:19:34,page_view,1,electronics.tablets,0.3599,Sony,0.2041,307.22,0.29246566868736856,16,0.6956521739130435,sess_2262,0,0,0,0,1,0,0
100,prod_49,2024-01-04 10:18:01,search,1,electronics.phones,0.3336,Sony,0.2041,875.67,0.8785207637428346,10,0.43478260869565216,sess_2529,0,0,0,0,1,0,0
260,prod_34,2024-01-04 10:09:22,logout,1,electronics.accessories,0.1427,Samsung,0.1771,48.87,0.02611447894758546,10,0.43478260869565216,sess_20,0,0,0,0,1,0,0
394,prod_46,2024-01-04 01:00:22,search,1,electronics.laptops,0.1638,Dell,0.2022,527.22,0.5192791455317745,1,0.043478260869565216,sess_804,0,0,0,0,1,0,0
14,prod_38,2024-01-04 13:32:10,login,1,electronics.phones,0.3336,LG,0.1036,782.84,0.7828157862179883,13,0.5652173913043478,sess_1837,0,0,0,0,1,0,0
229,prod_9,2024-01-04 14:07:37,page_view,1,electronics.phones,0.3336,Samsung,0.1771,361.94,0.34888036620066804,14,0.6086956521739131,sess_2212,0,0,0,0,1,0,0
932,prod_10,2024-01-04 18:35:01,add_to_cart,2,electronics.tablets,0.3599,LG,0.1036,756.27,0.7554229040372797,18,0.782608695652174,sess_842,0,0,0,0,1,0,0
488,prod_17,2024-01-04 00:00:05,signup,1,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,0,0.0,sess_3665,0,0,0,0,1,0,0
239,prod_66,2024-01-04 20:06:29,search,1,electronics.tablets,0.3599,Dell,0.2022,454.37,0.44417295558579734,20,0.8695652173913043,sess_1925,0,0,0,0,1,0,0
484,prod_34,2024-01-04 23:25:44,page_view,1,electronics.accessories,0.1427,Samsung,0.1771,48.87,0.02611447894758546,23,1.0,sess_2512,0,0,0,0,1,0,0
63,prod_55,2024-01-04 01:06:18,search,1,electronics.tablets,0.3599,Sony,0.2041,221.85,0.20445172996824607,1,0.043478260869565216,sess_1924,0,0,0,0,1,0,0
801,prod_8,2024-01-04 11:47:38,signup,1,electronics.tablets,0.3599,LG,0.1036,26.3,0.002845478164048003,11,0.4782608695652174,sess_1951,0,0,0,0,1,0,0
436,prod_21,2024-01-04 10:54:22,logout,1,electronics.phones,0.3336,Dell,0.2022,976.55,0.9825250525794875,10,0.43478260869565216,sess_1386,0,0,0,0,1,0,0
942,prod_54,2024-01-04 02:21:51,logout,1,electronics.accessories,0.1427,Sony,0.2041,738.44,0.73704070270939,2,0.08695652173913043,sess_4883,0,0,0,0,1,0,0
150,prod_27,2024-01-04 23:42:36,page_view,1,electronics.accessories,0.1427,Samsung,0.1771,908.65,0.9125221658625096,23,1.0,sess_1264,0,0,0,0,1,0,0
539,prod_79,2024-01-04 13:15:38,page_view,1,electronics.laptops,0.1638,Sony,0.2041,544.63,0.5372283393129612,13,0.5652173913043478,sess_1345,0,0,0,0,1,0,0
941,prod_41,2024-01-04 03:57:55,page_view,1,electronics.laptops,0.1638,Lenovo,0.1006,884.9,0.8880366200668067,3,0.13043478260869565,sess_1613,0,0,0,0,1,0,0
857,prod_3,2024-01-04 16:36:58,signup,1,electronics.tablets,0.3599,Apple,0.1221,644.87,0.6405728071260669,16,0.6956521739130435,sess_390,0,0,0,0,1,0,0
994,prod_99,2024-01-04 21:44:33,logout,1,electronics.tablets,0.3599,Samsung,0.1771,524.61,0.5165883129201203,21,0.9130434782608695,sess_394,0,0,0,0,1,0,0
146,prod_15,2024-01-04 09:26:41,page_view,1,electronics.laptops,0.1638,HP,0.0903,918.35,0.9225225782506494,9,0.391304347826087,sess_3934,0,0,0,0,1,0,0
164,prod_7,2024-01-04 02:53:54,purchase,3,electronics.phones,0.3336,Sony,0.2041,139.86,0.11992247102973318,2,0.08695652173913043,sess_2213,0,0,0,0,1,0,0
652,prod_29,2024-01-04 16:18:49,logout,1,electronics.phones,0.3336,Sony,0.2041,196.43,0.17824446368922428,16,0.6956521739130435,sess_4343,0,0,0,0,1,0,0
637,prod_67,2024-01-04 12:07:11,add_to_cart,2,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,12,0.5217391304347826,sess_245,0,0,0,0,1,0,0
551,prod_71,2024-01-04 21:50:04,signup,1,electronics.tablets,0.3599,Sony,0.2041,228.97,0.21179223885521048,21,0.9130434782608695,sess_5000,0,0,0,0,1,0,0
413,prod_63,2024-01-04 01:24:43,add_to_cart,2,electronics.phones,0.3336,LG,0.1036,756.33,0.7554847622582374,1,0.043478260869565216,sess_4802,0,0,0,0,1,0,0
299,prod_67,2024-01-05 18:07:37,search,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,18,0.782608695652174,sess_4634,1,0,0,0,0,0,0
128,prod_68,2024-01-05 06:49:48,logout,1,electronics.tablets,0.3599,HP,0.0903,221.07,0.20364757309579773,6,0.2608695652173913,sess_3059,1,0,0,0,0,0,0
24,prod_32,2024-01-05 04:07:39,click,1,electronics.phones,0.3336,HP,0.0903,917.71,0.921862757227102,4,0.17391304347826086,sess_4898,1,0,0,0,0,0,0
915,prod_16,2024-01-05 06:38:07,add_to_cart,2,electronics.tablets,0.3599,LG,0.1036,498.51,0.48967998680357944,6,0.2608695652173913,sess_3290,1,0,0,0,0,0,0
313,prod_67,2024-01-05 09:07:12,signup,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,9,0.391304347826087,sess_4256,1,0,0,0,0,0,0
296,prod_82,2024-01-05 17:45:24,logout,1,electronics.tablets,0.3599,Samsung,0.1771,796.91,0.7973215390325372,17,0.7391304347826086,sess_4960,1,0,0,0,0,0,0
828,prod_23,2024-01-05 23:56:38,signup,1,electronics.phones,0.3336,HP,0.0903,273.95,0.2581652851663986,23,1.0,sess_3993,1,0,0,0,0,0,0
544,prod_83,2024-01-05 23:57:44,page_view,1,electronics.tablets,0.3599,Apple,0.1221,357.23,0.3440244958554992,23,1.0,sess_3109,1,0,0,0,0,0,0
607,prod_23,2024-01-05 09:27:10,click,1,electronics.phones,0.3336,HP,0.0903,273.95,0.2581652851663986,9,0.391304347826087,sess_4704,1,0,0,0,0,0,0
997,prod_37,2024-01-05 15:16:47,login,1,electronics.phones,0.3336,Dell,0.2022,140.8,0.12089158315806837,15,0.6521739130434783,sess_1156,1,0,0,0,0,0,0
675,prod_49,2024-01-05 13:27:09,login,1,electronics.phones,0.3336,Sony,0.2041,875.67,0.8785207637428346,13,0.5652173913043478,sess_4703,1,0,0,0,0,0,0
778,prod_24,2024-01-05 23:05:27,signup,1,electronics.phones,0.3336,Sony,0.2041,106.33,0.08535403521794713,23,1.0,sess_2358,1,0,0,0,0,0,0
670,prod_51,2024-01-05 05:20:17,click,1,electronics.tablets,0.3599,Samsung,0.1771,630.02,0.6252628974390695,5,0.21739130434782608,sess_4024,1,0,0,0,0,0,0
733,prod_17,2024-01-05 11:54:47,add_to_cart,2,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,11,0.4782608695652174,sess_148,1,0,0,0,0,0,0
234,prod_5,2024-01-05 01:21:39,purchase,3,electronics.tablets,0.3599,Apple,0.1221,58.07,0.0355994061610788,1,0.043478260869565216,sess_1271,1,0,0,0,0,0,0
519,prod_96,2024-01-05 09:35:50,purchase,3,electronics.phones,0.3336,Samsung,0.1771,783.56,0.783558084869479,9,0.391304347826087,sess_3336,1,0,0,0,0,0,0
1000,prod_13,2024-01-05 10:11:17,add_to_cart,2,electronics.phones,0.3336,Lenovo,0.1006,291.44,0.27619695657552884,10,0.43478260869565216,sess_2926,1,0,0,0,0,0,0
674,prod_32,2024-01-05 13:45:55,logout,1,electronics.phones,0.3336,HP,0.0903,917.71,0.921862757227102,13,0.5652173913043478,sess_331,1,0,0,0,0,0,0
857,prod_20,2024-01-05 23:41:24,add_to_cart,2,electronics.phones,0.3336,Samsung,0.1771,159.9,0.14058311682955996,23,1.0,sess_2028,1,0,0,0,0,0,0
773,prod_16,2024-01-05 00:05:47,purchase,3,electronics.tablets,0.3599,LG,0.1036,498.51,0.48967998680357944,0,0.0,sess_1728,1,0,0,0,0,0,0
911,prod_40,2024-01-05 10:58:31,page_view,1,electronics.tablets,0.3599,Dell,0.2022,198.73,0.1806156954925976,10,0.43478260869565216,sess_4772,1,0,0,0,0,0,0
924,prod_60,2024-01-05 17:17:48,logout,1,electronics.phones,0.3336,Dell,0.2022,286.23,0.2708256010557136,17,0.7391304347826086,sess_4248,1,0,0,0,0,0,0
309,prod_57,2024-01-05 05:17:01,login,1,electronics.tablets,0.3599,HP,0.0903,993.5,0.9999999999999998,5,0.21739130434782608,sess_1187,1,0,0,0,0,0,0
786,prod_62,2024-01-05 01:28:28,login,1,electronics.laptops,0.1638,Lenovo,0.1006,502.15,0.4934327188750051,1,0.043478260869565216,sess_2881,1,0,0,0,0,0,0
779,prod_13,2024-01-05 17:49:41,signup,1,electronics.phones,0.3336,Lenovo,0.1006,291.44,0.27619695657552884,17,0.7391304347826086,sess_2983,1,0,0,0,0,0,0
445,prod_15,2024-01-05 11:28:55,search,1,electronics.laptops,0.1638,HP,0.0903,918.35,0.9225225782506494,11,0.4782608695652174,sess_1416,1,0,0,0,0,0,0
796,prod_33,2024-01-05 19:58:35,search,1,electronics.accessories,0.1427,LG,0.1036,96.26,0.07497216380056909,19,0.8260869565217391,sess_3955,1,0,0,0,0,0,0
387,prod_1,2024-01-05 02:39:27,search,1,electronics.phones,0.3336,Lenovo,0.1006,314.02,0.29947626706255925,2,0.08695652173913043,sess_993,1,0,0,0,0,0,0
673,prod_36,2024-01-05 23:58:24,signup,1,electronics.tablets,0.3599,Dell,0.2022,463.47,0.4535547857643614,23,1.0,sess_96,1,0,0,0,0,0,0
618,prod_34,2024-01-06 02:06:57,signup,1,electronics.accessories,0.1427,Samsung,0.1771,48.87,0.02611447894758546,2,0.08695652173913043,sess_3715,0,0,1,0,0,0,0
618,prod_54,2024-01-06 05:46:35,purchase,3,electronics.accessories,0.1427,Sony,0.2041,738.44,0.73704070270939,5,0.21739130434782608,sess_2397,0,0,1,0,0,0,0
647,prod_14,2024-01-06 15:18:52,click,1,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,15,0.6521739130434783,sess_3109,0,0,1,0,0,0,0
191,prod_65,2024-01-06 20:15:46,page_view,1,electronics.phones,0.3336,Dell,0.2022,44.43,0.021536970596725633,20,0.8695652173913043,sess_834,0,0,1,0,0,0,0
128,prod_18,2024-01-06 06:14:33,add_to_cart,2,electronics.accessories,0.1427,Samsung,0.1771,647.12,0.6428924904119756,6,0.2608695652173913,sess_1326,0,0,1,0,0,0,0
841,prod_82,2024-01-06 21:30:04,login,1,electronics.tablets,0.3599,Samsung,0.1771,796.91,0.7973215390325372,21,0.9130434782608695,sess_4408,0,0,1,0,0,0,0
390,prod_76,2024-01-06 08:02:53,signup,1,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,8,0.34782608695652173,sess_1838,0,0,1,0,0,0,0
382,prod_77,2024-01-06 04:27:35,signup,1,electronics.tablets,0.3599,Dell,0.2022,278.57,0.2629283681801311,4,0.17391304347826086,sess_2173,0,0,1,0,0,0,0
646,prod_53,2024-01-06 18:13:11,signup,1,electronics.phones,0.3336,LG,0.1036,78.73,0.05689925357746711,18,0.782608695652174,sess_2252,0,0,1,0,0,0,0
7,prod_67,2024-01-06 14:25:22,signup,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,14,0.6086956521739131,sess_4351,0,0,1,0,0,0,0
63,prod_7,2024-01-06 13:00:50,page_view,1,electronics.phones,0.3336,Sony,0.2041,139.86,0.11992247102973318,13,0.5652173913043478,sess_3389,0,0,1,0,0,0,0
599,prod_68,2024-01-06 00:36:30,logout,1,electronics.tablets,0.3599,HP,0.0903,221.07,0.20364757309579773,0,0.0,sess_4037,0,0,1,0,0,0,0
857,prod_59,2024-01-06 03:39:59,purchase,3,electronics.tablets,0.3599,Sony,0.2041,307.22,0.29246566868736856,3,0.13043478260869565,sess_427,0,0,1,0,0,0,0
241,prod_93,2024-01-06 19:35:36,click,1,electronics.tablets,0.3599,HP,0.0903,518.93,0.5107324013361374,19,0.8260869565217391,sess_750,0,0,1,0,0,0,0
776,prod_48,2024-01-06 04:48:25,add_to_cart,2,electronics.tablets,0.3599,Apple,0.1221,946.04,0.9510701472225657,4,0.17391304347826086,sess_4927,0,0,1,0,0,0,0
663,prod_1,2024-01-06 13:40:52,logout,1,electronics.phones,0.3336,Lenovo,0.1006,314.02,0.29947626706255925,13,0.5652173913043478,sess_4200,0,0,1,0,0,0,0
204,prod_7,2024-01-06 03:18:03,add_to_cart,2,electronics.phones,0.3336,Sony,0.2041,139.86,0.11992247102973318,3,0.13043478260869565,sess_4833,0,0,1,0,0,0,0
795,prod_56,2024-01-06 17:03:54,search,1,electronics.laptops,0.1638,Lenovo,0.1006,887.46,0.8906759041609962,17,0.7391304347826086,sess_4249,0,0,1,0,0,0,0
845,prod_17,2024-01-06 12:48:17,login,1,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,12,0.5217391304347826,sess_1617,0,0,1,0,0,0,0
